"_id","_index","_score","_type","available_size","brand_name",color,description,mrp,"pdp_url",price,"product_category","product_name",rating,retailer,"review_count","style_attributes","total_sizes"
fdWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",BLACK,"soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-stretch-thong-51703539","$13.00 ","3 FOR 33 PANTY ESSENTIALS","logo cotton stretch thong",NULL,"Calvin Klein US",NULL,"[""cotton stretch thong panty"",""metallic elasticized logo waistband"",""minimal rear coverage"",""full cotton gusset"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% elastane"",""imported""]","s,m,l"
ftWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","ASHFORD GREY","soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-stretch-thong-51703539","$13.00 ","3 FOR 33 PANTY ESSENTIALS","logo cotton stretch thong",NULL,"Calvin Klein US",NULL,"[""cotton stretch thong panty"",""metallic elasticized logo waistband"",""minimal rear coverage"",""full cotton gusset"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% elastane"",""imported""]","s,m,l"
f9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",WHITE,"soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-stretch-thong-51703539","$13.00 ","3 FOR 33 PANTY ESSENTIALS","logo cotton stretch thong",NULL,"Calvin Klein US",NULL,"[""cotton stretch thong panty"",""metallic elasticized logo waistband"",""minimal rear coverage"",""full cotton gusset"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% elastane"",""imported""]","s,m,l"
gNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",NAVY,"soft cotton stretch fabric and a metallic logo waistband in a minimal rear coverage style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-stretch-thong-51703539","$13.00 ","3 FOR 33 PANTY ESSENTIALS","logo cotton stretch thong",NULL,"Calvin Klein US",NULL,"[""cotton stretch thong panty"",""metallic elasticized logo waistband"",""minimal rear coverage"",""full cotton gusset"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% elastane"",""imported""]","s,m,l"
gdWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","EPHEMERAL WITH IVORY LACE & LOGO","the essentials thong features a semi sheer pattern and tonal lace trim.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-thong-51563445-699","$13.00 ",Panties,"essentials thong",NULL,"Calvin Klein US",NULL,"[""semi sheer thong panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""silky feel"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l"
gtWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","TRANSPINK WITH SCANDAL LACE & IVORY","the essentials thong features a semi sheer pattern and tonal lace trim.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-thong-51563445-699","$13.00 ",Panties,"essentials thong",NULL,"Calvin Klein US",NULL,"[""semi sheer thong panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""silky feel"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l"
g9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","DOT FLOW WITH WATERSONE LACE","the essentials thong features a semi sheer pattern and tonal lace trim.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-thong-51563445-699","$13.00 ",Panties,"essentials thong",NULL,"Calvin Klein US",NULL,"[""semi sheer thong panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""silky feel"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l"
hNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","xs-s,m-l","Calvin Klein",BLACK,"soft liner socks in a 3-pack featuring a no-show style and elasticized edges for a better fit.","$18.00 ","http://www.calvinklein.us/en/womens-clothing/intimates-womens-socks/3-pack-liner-socks-38010531","$18.00 ",Socks,"3 pack liner socks",NULL,"Calvin Klein US",NULL,"[""cotton stretch liner socks"",""no-show style"",""elasticized edges"",""machine wash"",""93% cotton 7% spandex"",""imported""]","xs-s,s-m,m-l"
hdWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s-m,m-l","Calvin Klein","WHITE/BLACK/NUDE","soft liner socks in a 3-pack featuring a no-show style and elasticized edges for a better fit.","$18.00 ","http://www.calvinklein.us/en/womens-clothing/intimates-womens-socks/3-pack-liner-socks-38010531","$18.00 ",Socks,"3 pack liner socks",NULL,"Calvin Klein US",NULL,"[""cotton stretch liner socks"",""no-show style"",""elasticized edges"",""machine wash"",""93% cotton 7% spandex"",""imported""]","xs-s,s-m,m-l"
htWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","xs-s,m-l","Calvin Klein",BEIGE,"soft liner socks in a 3-pack featuring a no-show style and elasticized edges for a better fit.","$18.00 ","http://www.calvinklein.us/en/womens-clothing/intimates-womens-socks/3-pack-liner-socks-38010531","$18.00 ",Socks,"3 pack liner socks",NULL,"Calvin Klein US",NULL,"[""cotton stretch liner socks"",""no-show style"",""elasticized edges"",""machine wash"",""93% cotton 7% spandex"",""imported""]","xs-s,s-m,m-l"
h9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",BLACK,"a seamless style with contrasting print logo on the waistband and minimal rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001","$13.00 ",Panties,"pure seamless thong",NULL,"Calvin Klein US",NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l"
iNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","m,l","Calvin Klein",WHITE,"a seamless style with contrasting print logo on the waistband and minimal rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001","$13.00 ",Panties,"pure seamless thong",NULL,"Calvin Klein US",NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l"
idWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m","Calvin Klein",SPARROW,"a seamless style with contrasting print logo on the waistband and minimal rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001","$13.00 ",Panties,"pure seamless thong",NULL,"Calvin Klein US",NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l"
itWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc",m,"Calvin Klein",BARE,"a seamless style with contrasting print logo on the waistband and minimal rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001","$13.00 ",Panties,"pure seamless thong",NULL,"Calvin Klein US",NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l"
i9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m","Calvin Klein",SALVIA,"a seamless style with contrasting print logo on the waistband and minimal rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001","$13.00 ",Panties,"pure seamless thong",NULL,"Calvin Klein US",NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l"
jNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","SALT LAKE","a seamless style with contrasting print logo on the waistband and minimal rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001","$13.00 ",Panties,"pure seamless thong",NULL,"Calvin Klein US",NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l"
jdWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",SENSATION,"a seamless style with contrasting print logo on the waistband and minimal rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/pure-seamless-thong-51463544-001","$13.00 ",Panties,"pure seamless thong",NULL,"Calvin Klein US",NULL,"[""seamless thong"",""no-show fabric"",""contrast print logo on waistband"",""minimal rear coverage"",""machine wash"",""85% nylon 15% elastane"",""imported""]","s,m,l"
jtWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","XS,s,m,l,xl","Calvin Klein",BLACK,"a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.","$24.00 ","http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680","$24.00 ",Bras,"bare lace allover bralette",NULL,"Calvin Klein US",NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl"
j9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","XS,s,xl","Calvin Klein",CREAM,"a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.","$24.00 ","http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680","$24.00 ",Bras,"bare lace allover bralette",NULL,"Calvin Klein US",NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl"
kNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","XS,s,m,l,xl","Calvin Klein",BLUE,"a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.","$24.00 ","http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680","$24.00 ",Bras,"bare lace allover bralette",NULL,"Calvin Klein US",NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl"
kdWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","XS,s,m,l,xl","Calvin Klein","SALT LAKE","a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.","$24.00 ","http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680","$24.00 ",Bras,"bare lace allover bralette",NULL,"Calvin Klein US",NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl"
ktWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","XS,s,m,l,xl","Calvin Klein",PINK,"a bare lace bralette designed with nylon fabric, a v-neckline with adjustable straps, an allover floral lace galloon and finished with scallop lace trim.","$24.00 ","http://www.calvinklein.us/en/womens-clothing/womens-bras/bare-lace-allover-bralette-52264043-680","$24.00 ",Bras,"bare lace allover bralette",NULL,"Calvin Klein US",NULL,"[""bare lace allover bralette"",""nylon fabric + floral lace galloon"",""v-neckline + adjustable straps"",""floral lace band + logo detailing"",""scallop lace trim"",""machine wash"",""100% nylon"",""imported""]","XS,s,m,l,xl"
k9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","SCRIPTED LINES LOGO WHITE","an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589","$13.00 ",Panties,"invisibles thong",NULL,"Calvin Klein US",NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l"
lNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","STICKER PRINT","an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589","$13.00 ",Panties,"invisibles thong",NULL,"Calvin Klein US",NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l"
ldWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m","Calvin Klein","PETITE CRESCENT PRINT","an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589","$13.00 ",Panties,"invisibles thong",NULL,"Calvin Klein US",NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l"
ltWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m","Calvin Klein","EFFERVESCENT DOT","an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589","$13.00 ",Panties,"invisibles thong",NULL,"Calvin Klein US",NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l"
l9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m","Calvin Klein","OFFSET BRICK","an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589","$13.00 ",Panties,"invisibles thong",NULL,"Calvin Klein US",NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l"
mNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","MESMERIZING PRINT","an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589","$13.00 ",Panties,"invisibles thong",NULL,"Calvin Klein US",NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l"
mdWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m","Calvin Klein","VISIONARY FLORAL","an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589","$13.00 ",Panties,"invisibles thong",NULL,"Calvin Klein US",NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l"
mtWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","X-EMOJI PRINT","an invisibles thong featuring a streamlined design with an ultra silky, lightweight feel and a logo at the waist for a sleek tagless style.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/invisibles-thong-51463507-589","$13.00 ",Panties,"invisibles thong",NULL,"Calvin Klein US",NULL,"[""laser cut invisibles thong panty"",""ultra silky, lightweight feel"",""logo at waist"",""full cotton gusset"",""tagless"",""machine wash"",""72% nylon 28% elastane"",""imported""]","s,m,l"
m9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","m,l","Calvin Klein",BLACK,"a signature bikini featuring nylon stretch, lace scallop trim and a repeating logo designed for a sexy silhouette in comfortable lightweight micro fabric.","$20.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/signature-bikini-51471422-265","$20.00 ",Panties,"signature bikini",NULL,"Calvin Klein US",NULL,"[""signature bikini"",""lightweight scallop lace trim"",""repeating logo on elastic trims"",""bikini silhouette"",""full gusset"",""rear coverage"",""machine wash"",""70.5% nylon 29.5% elastane"",""imported""]","s,m,l"
nNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",BARE,"a signature bikini featuring nylon stretch, lace scallop trim and a repeating logo designed for a sexy silhouette in comfortable lightweight micro fabric.","$20.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/signature-bikini-51471422-265","$20.00 ",Panties,"signature bikini",NULL,"Calvin Klein US",NULL,"[""signature bikini"",""lightweight scallop lace trim"",""repeating logo on elastic trims"",""bikini silhouette"",""full gusset"",""rear coverage"",""machine wash"",""70.5% nylon 29.5% elastane"",""imported""]","s,m,l"
ndWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",BLACK,"the essentials hipster features a thin elasticized logo waistband and tonal lace trim.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-hipster-51503448-292","$13.00 ",Panties,"essentials hipster",NULL,"Calvin Klein US",NULL,"[""lightweight, silky hipster panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l"
ntWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc",m,"Calvin Klein",WHITE,"the essentials hipster features a thin elasticized logo waistband and tonal lace trim.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-hipster-51503448-292","$13.00 ",Panties,"essentials hipster",NULL,"Calvin Klein US",NULL,"[""lightweight, silky hipster panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l"
n9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","GREY SMOKE","the essentials hipster features a thin elasticized logo waistband and tonal lace trim.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-hipster-51503448-292","$13.00 ",Panties,"essentials hipster",NULL,"Calvin Klein US",NULL,"[""lightweight, silky hipster panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l"
oNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","m,l","Calvin Klein",TAN,"the essentials hipster features a thin elasticized logo waistband and tonal lace trim.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/essentials-hipster-51503448-292","$13.00 ",Panties,"essentials hipster",NULL,"Calvin Klein US",NULL,"[""lightweight, silky hipster panty"",""thin elastic logo waistband"",""tonal lace trim"",""cotton gusset"",""machine wash"",""82% nylon 18% elastane"",""imported""]","s,m,l"
odWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",BLACK,"a soft cotton boyshort featuring an elasticized logo waistband and full cotton gusset.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-boyshort-51701064","$13.00 ","3 FOR 33 PANTY ESSENTIALS","logo cotton boyshort",NULL,"Calvin Klein US",NULL,"[""cotton boyshort panty"",""elasticized logo waistband"",""full cotton gusset"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% spandex"",""imported""]","s,m,l"
otWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",GREY,"a soft cotton boyshort featuring an elasticized logo waistband and full cotton gusset.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-boyshort-51701064","$13.00 ","3 FOR 33 PANTY ESSENTIALS","logo cotton boyshort",NULL,"Calvin Klein US",NULL,"[""cotton boyshort panty"",""elasticized logo waistband"",""full cotton gusset"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% spandex"",""imported""]","s,m,l"
o9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",WHITE,"a soft cotton boyshort featuring an elasticized logo waistband and full cotton gusset.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-three-for-panties/logo-cotton-boyshort-51701064","$13.00 ","3 FOR 33 PANTY ESSENTIALS","logo cotton boyshort",NULL,"Calvin Klein US",NULL,"[""cotton boyshort panty"",""elasticized logo waistband"",""full cotton gusset"",""tagless"",""tonal topstitching"",""seaming details"",""machine wash"",""95% cotton 5% spandex"",""imported""]","s,m,l"
pNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m","Calvin Klein",BLACK,"a string bikini featuring supersoft lightweight sheer and reintroducing the quintessential ck fabrication, sheer marquisette.","$22.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/sheer-marquisette-bikini-51471682-265","$22.00 ",Panties,"sheer marquisette bikini",NULL,"Calvin Klein US",NULL,"[""sheer marquisette bikini"",""supersoft lightweight sheer"",""revisiting the original sheer marquisette logo"",""string bikini silhouette"",""full gusset"",""machine wash"",""72% nylon 28% elastane"",""imported""]","XS,s,m,l,xl"
pdWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",BARE,"a string bikini featuring supersoft lightweight sheer and reintroducing the quintessential ck fabrication, sheer marquisette.","$22.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/sheer-marquisette-bikini-51471682-265","$22.00 ",Panties,"sheer marquisette bikini",NULL,"Calvin Klein US",NULL,"[""sheer marquisette bikini"",""supersoft lightweight sheer"",""revisiting the original sheer marquisette logo"",""string bikini silhouette"",""full gusset"",""machine wash"",""72% nylon 28% elastane"",""imported""]","XS,s,m,l,xl"
ptWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","NYMPH'S THIGH","a string bikini featuring supersoft lightweight sheer and reintroducing the quintessential ck fabrication, sheer marquisette.","$22.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/sheer-marquisette-bikini-51471682-265","$22.00 ",Panties,"sheer marquisette bikini",NULL,"Calvin Klein US",NULL,"[""sheer marquisette bikini"",""supersoft lightweight sheer"",""revisiting the original sheer marquisette logo"",""string bikini silhouette"",""full gusset"",""machine wash"",""72% nylon 28% elastane"",""imported""]","XS,s,m,l,xl"
p9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",BLACK,"silky fabric with a lace trim and moderate rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265","$13.00 ",Panties,"cheeky hipster with lace",NULL,"Calvin Klein US",NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l"
qNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",CHARCOAL,"silky fabric with a lace trim and moderate rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265","$13.00 ",Panties,"cheeky hipster with lace",NULL,"Calvin Klein US",NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l"
qdWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","m,l","Calvin Klein",BARE,"silky fabric with a lace trim and moderate rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265","$13.00 ",Panties,"cheeky hipster with lace",NULL,"Calvin Klein US",NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l"
qtWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m","Calvin Klein","POLYMER BLUE","silky fabric with a lace trim and moderate rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265","$13.00 ",Panties,"cheeky hipster with lace",NULL,"Calvin Klein US",NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l"
q9WhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc",s,"Calvin Klein","UNDONE WITH SCANDAL LACE","silky fabric with a lace trim and moderate rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265","$13.00 ",Panties,"cheeky hipster with lace",NULL,"Calvin Klein US",NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l"
rNWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein","COLLAGED FLORAL WITH IVORY LACE","silky fabric with a lace trim and moderate rear coverage.","$13.00 ","http://www.calvinklein.us/en/womens-clothing/women-panties/cheeky-hipster-with-lace-51563538-265","$13.00 ",Panties,"cheeky hipster with lace",NULL,"Calvin Klein US",NULL,"[""cheeky hipster panty"",""lace trim"",""silky feel"",""cotton gusset"",""moderate rear coverage"",""machine wash"",""86% nylon 14% spandex"",""imported""]","s,m,l"
rdWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",BLACK,"the essentials satin trim chemise features thin adjustable straps and a logo patch.","$42.00 ","http://www.calvinklein.us/en/womens-clothing/women-sleepwear/essentials-satin-trim-chemise-54012453-594","$42.00 ",Sleepwear,"essentials satin trim chemise",NULL,"Calvin Klein US",NULL,"[""silky feel chemise + satin trim"",""adjustable spaghetti straps"",""fabric logo patch"",""side vents"",""tagless"",""machine wash"",""94% modal 6% elastane"",""imported""]","s,m,l"
rtWhW24BqETMH157iGyd,"elastic_data_viz",0,"_doc","s,m,l","Calvin Klein",CHARCOAL,"the essentials satin trim chemise features thin adjustable straps and a logo patch.","$42.00 ","http://www.calvinklein.us/en/womens-clothing/women-sleepwear/essentials-satin-trim-chemise-54012453-594","$42.00 ",Sleepwear,"essentials satin trim chemise",NULL,"Calvin Klein US",NULL,"[""silky feel chemise + satin trim"",""adjustable spaghetti straps"",""fabric logo patch"",""side vents"",""tagless"",""machine wash"",""94% modal 6% elastane"",""imported""]","s,m,l"
